Tool Name,Story,Works with,No.of actions,Author
Proofpoint,Enrich clicked URLs from Proofpoint and block with Zscaler,"AbuseIPDB, Jira Software, Proofpoint, URLScan.io, Zscaler",13,Michael Tolan
QuickChart,Create a survey with charts using Pages,QuickChart,8,null
QuickChart,Display data using Quickchart,QuickChart,3,Michael Tolan
QuickChart,Get reservation information and statistics for a local gym,"Airtable, QuickChart, Telegram",13,Marti B
runZero,Sync assets between Kandji and runZero while updating ownership,"Kandji, runZero",18,null
runZero,Check Thinkst Canary alerts in GreyNoise and record in runZero,"GreyNoise, runZero, Thinkst Canary",7,Justin Varner
runZero,Build a software report in runZero enriched with software end of life dates,"Google, runZero",11,Conor Dunne
Traceable.ai,API Inventory Dashboard with Traceable,Traceable.ai,27,Nandita Joshi
Traceable.ai,Real-Time API Threat Detection and Mitigation with Traceable.ai and AWS WAF,"AWS, Tines, Traceable.ai",14,null
Traceable.ai,Add open spec files from Traceable to a GitHub repository,"GitHub, Traceable.ai",15,null
Twilio,Send a text with Twilio,Twilio,5,null
Twilio,Send SMS with Twilio if assigned to a Case in Tines,"Microsoft, Tines, Twilio",15,Michael Tolan
Twilio,Escalate cases to emergency resources with Twilio,"Tines, Twilio",29,Michael Tolan
VulnCheck,Check updated CVEs for exploitation using VulnCheck and GreyNoise,"GreyNoise, VulnCheck",11,null
VulnCheck,Search Axonius for devices and enrich with VulnCheck,"Axonius, VulnCheck",48,Michael Tolan
VulnCheck,Monitor VulnCheck KEV and alert on impacted assets in Tenable.io,"Slack, Tenable Vulnerability Management, VulnCheck",6,null
X,Analyze queried tweets based on keywords,X,29,null
X,Format and post long messages as a single thread on X,X,12,Michael Tolan
X,Get service status updates and post to X,X,5,Michael Tolan
AlienVault OTX,Analyze file in AlienVault OTX,AlienVault OTX,30,Troy Wegner
AlienVault OTX,"Analyze, document and triage suspicious emails with Tines cases and records","AlienVault OTX, Anomali ThreatStream, CrowdStrike, Hybrid Analysis, NextDNS, PassiveTotal, VirusTotal",113,Rosie Halpin
Amazon GuardDuty,Check if new AWS GuardDuty findings are malicious,"Amazon GuardDuty, AWS, Jira Software, URLScan.io",27,null
Amazon GuardDuty,Track AWS GuardDuty alerts in Jira and remediate,"Amazon GuardDuty, AWS, Jira Software",18,null
Analyst1,Use Analyst1 threat intelligence in Sublime Security,"Analyst1, Sublime Security",39,null
Analyst1,"Gather & enrich evidence between Analyst1, Sublime Security, and Drata","Analyst1, Drata, Sublime Security",48,null
Anecdotes.ai,Find & remediate public AWS S3 bucket access with Anecdotes,"Anecdotes.ai, AWS",16,null
Anecdotes.ai,Receive alerts from Anecdotes.ai and create a ticket,"Anecdotes.ai, OpenAI",11,null
Browserless,Interact with a site with Browserless,Browserless,23,Michael Tolan
Browserless,Scrape CVE information using Browserless and send an email to users,Browserless,9,Michael Tolan
ConductorOne,Review tasks in ConductorOne for inactive approvers and alert in Microsoft Teams,"ConductorOne, Microsoft Teams",10,Michael Tolan
ConductorOne,Review tasks in ConductorOne for inactive approvers and alert in Slack,"ConductorOne, Slack",9,Michael Tolan
CyberArk,Manage CyberArk access requests using Slack,"CyberArk, Jira Software, Slack",23,Conor Dunne
CyberArk,Get Cyberark Safes and Members,CyberArk,12,Nick Page
Cyera,Detect and Block Bucket Public Access Policy with Cyera.io and AWS,"AWS, Cyera, Jira Software",11,null
Cyera,Retrieve and remediate Cyera issues,"Cyera, Microsoft, Microsoft Azure, Microsoft OneDrive",45,Monolithic Power Systems
DelivrTo,Create campaigns on new delivr.to payloads and report results,DelivrTo,20,null
DelivrTo,"Receive, distribute, and report delivr.to payload notifications",DelivrTo,20,null
Have I Been Pwned,Bulk search Have I Been Pwned,Have I Been Pwned,16,Michael Tolan
Have I Been Pwned,Analyze an email address in multiple services,"EmailRep, Have I Been Pwned",4,Michael Tolan
HiBob,Offboard employees using HiBob,"Google, HiBob, Okta, Slack",18,null
HiBob,Update employee probation status with HiBob & Slack,"HiBob, Slack",11,null
ID.me,Add ID.me contacts to SalesForce,"ID.me, Salesforce",4,null
ID.me,Track ID.me responses with Google Sheets,"Google Sheets, ID.me",3,null
Infoblox,Reserve IPs for new hosts in Infoblox NIOS,Infoblox,13,Sif Baksh
Infoblox,Add external IOCs to custom list in Infoblox ThreatDefense,Infoblox,21,Sif Baksh
Intezer Analyze,Analyze malware with Intezer using pages,Intezer Analyze,10,Conor Dunne
Intezer Analyze,Process CrowdStrike detections with Intezer,"CrowdStrike, Intezer Analyze, Jira Software, Slack",22,Aaron Sandow
IOC Parser,Submit and analyze PDF for IOCs with Tines,"IOC Parser, Tines",14,Michael Tolan
IOC Parser,Extract IOC's from a PDF with PDF.co and IOCParser,"IOC Parser, PDFCo",19,Michael Tolan
IPQualityScore,Investigate and remediate multiple denied MFA push requests in Okta,"IPQualityScore, Microsoft Teams, Okta, Tines, VirusTotal",31,Claudia Kinsella
IPQualityScore,Get IP address information,"APIVoid, IPQualityScore",9,Michael Tolan
Jumpcloud,Check Workday for unauthorized travel and alert in Slack,"Elastic, Jumpcloud, OpsGenie, Slack, Workday",34,Muhammet Tekbicak
Jumpcloud,Lock a device in JumpCloud,"Jumpcloud, Slack",35,Nicolas Oropel
Logz.io,Manage Logz.io SIEM Alerts,"Jira Software, Logz.io",5,null
Logz.io,Retrieve & enrich Okta alerts from Logz.io,"Logz.io, Okta, Slack",27,null
Lumos,Review apps in Lumos for inactive approvers and notify Slack,"Lumos, Slack",12,Michael Tolan
Lumos,Search for AppStore apps with no approvers in Lumos and alert in Microsoft Teams,"Lumos, Microsoft Teams",6,Michael Tolan
Malware Traffic Analysis,Pull IOCs from Malware Traffic Analysis,Malware Traffic Analysis,14,null
Malware Traffic Analysis,Pull & add IOCs from Malware Traffic Analysis to Drata controls,"Drata, Malware Traffic Analysis",13,null
Manage Engine,Correlate Rapid7 vulnerability data across various tools and report in Jira,"Jira Software, Manage Engine, Orca Security, Rapid7",125,Emily Nguyen
Manage Engine,Update vulnerable hosts using ManageEngine Endpoint Central and Fleet,"Fleet, Manage Engine",14,Conor Dunne
Meta,Send automated responses in Messenger,"Facebook Messenger, Meta",8,Michael Tolan
Meta,Create posts in Workplace from Meta,"Jira Software, Meta, Workplace",3,Michael Tolan
Mimecast,Query various Mimecast endpoints,Mimecast,16,null
Mimecast,Manage held queue messages in Mimecast,"Mimecast, Slack",19,null
OCRSpace,Analyze SMS messages for scams using OCR and AI,OCRSpace,12,null
OCRSpace,Analyze potential SMS phishing attacks and raise incidents in Jira,"OCRSpace, OpenAI, PagerDuty",22,Rajesh Kumar
Palo Alto Networks,Monitor security advisories,"Cisco, Palo Alto Networks",15,null
Palo Alto Networks,Generate sample security alerts with Tines or Cortex XDR,"CrowdStrike, Palo Alto Networks",10,Conor Dunne
Phish Report,"Investigate a URL with URLScan, create a ticket in Jira and take action","AbuseIPDB, CrowdStrike, Jira Software, NextDNS, Phish Report, URLScan.io",41,null
Phish Report,Create a takedown case in Phish Report,Phish Report,8,Michael Tolan
Power BI,"Extract CSV attachment from email, update OneDrive and refresh Power BI","Microsoft OneDrive, Power BI",6,Michael Tolan
Power BI,Backup Power BI reports to GitHub,"GitHub, Power BI",24,Michael Tolan
Rapid7,Correlate Rapid7 vulnerability data across various tools and report in Jira,"Jira Software, Manage Engine, Orca Security, Rapid7",125,Emily Nguyen
Rapid7,Search for vulnerable or malicious dependencies across services,"Artifactory, GitLab, Microsoft Azure, Orca Security, Rapid7, Sonatype",113,Emily Nguyen
Reco,Respond to publicly exposed files in Google Drive with Reco,"Google, Reco",30,null
Reco,Respond to Google Drive public exposure alerts in Reco and secure files,"Google, Google Drive, Reco, Slack",46,null
Reversing Labs,Query Spectra Intelligence for existing classification of inputted Hash,Reversing Labs,9,null
Reversing Labs,Query Spectra Intelligence for URL reputation,Reversing Labs,16,null
Security Scorecard,Generate SecurityScorecard issue report and create Jira tickets for new issues,"Jira Software, Security Scorecard",9,Conor Dunne
Security Scorecard,Fetch vulnerabilities in SecurityScorecard and add to Drata,"Drata, Security Scorecard",23,null
SonarCloud,Retrieve vulnerabilities from SonarCloud and suggest code fixes in GitHub,"GitHub, OpenAI, SonarCloud",13,Conor Dunne
SonarCloud,Onboard GitHub projects to SonarCloud and Airtable,"Airtable, GitHub, SonarCloud",36,Tyler Talaga
Tailscale,Receive a Request for Device Approval into Tailscale and Check Axonius,"Axonius, Slack, Tailscale",17,null
Tailscale,Monitor and manage Tailscale device enrollments via Slack,"Slack, Tailscale",6,Conor Dunne
Veza,Find & remediate public AWS S3 buckets with Veza and add evidence to Drata controls,"AWS, Drata, Jira Software, Veza",20,null
Veza,Search for & remediate public AWS S3 buckets with Veza,"AWS, Jira Software, Veza",13,null
1Password,Create credentials that reference 1Password vaults,1Password,24,null
AdGuard,Retrieve blocked DNS queries from AdGuard and enrich with VirusTotal and LimaCharlie,"AdGuard, LimaCharlie, VirusTotal",15,Conor Dunne
Aikido,Manage Aikido vulnerabilities with Tines cases and records,Aikido,38,Troy Wegner
Akamai,Authenticate and execute various actions in Akamai,Akamai,14,null
alphaMountain,Search alphaMountain for URL threat intelligence via Slack,"alphaMountain, Slack",11,Michael Tolan
Aqua Security,Investigate & remediate critical container vulnerabilities in Aqua Security Cloud Workload Protection Platform,"Aqua Security, Jira Software",24,null
Argo Workflows,Manage Elasticsearch and GKE clusters via Slack bot,"Argo Workflows, Google, Kubernetes",41,Christopher Cutajar
Armis,Add alert evidence from Armis to Drata controls,"Armis, Drata",8,null
Artifactory,Search for vulnerable or malicious dependencies across services,"Artifactory, GitLab, Microsoft Azure, Orca Security, Rapid7, Sonatype",113,Emily Nguyen
Astrix,Analyze Astrix alerts with AI and post to Notion,"Astrix, Notion",6,Alon Berger
Automox,Fetch and record CrowdStrike Spotlight vulnerabilities with Jira,"Automox, CrowdStrike, Jira Software",26,null
BMC Helix IT Service Management,Log Axonius users without an Okta connection with BMC Remedy,"Axonius, BMC Helix IT Service Management, Okta",5,null
Bolster AI,Check URL in CheckPhish,"Bolster AI, CheckPhish.ai",7,null
Bowtie,Sync on-call engineers from PagerDuty to Bowtie access groups,"Bowtie, PagerDuty",16,Michael Tolan
BuildKite,Delete Buildkite job logs,"BuildKite, Elastic",19,Christopher Cutajar
CheckPhish.ai,Check URL in CheckPhish,"Bolster AI, CheckPhish.ai",7,null
Claroty xDome,Process OT detection alerts in Claroty and document in Jira,"Claroty xDome, Jira Software",11,null
Cloudflare,Develop and test Cloudflare WAF rules with immediate analysis,Cloudflare,16,Conor Dunne
Coda,Search for docs in Coda using Slack,"Coda, Slack",9,Conor Dunne
Cylance,Process & enrich Cylance detections,"Cylance, Slack, VirusTotal, Zendesk",29,null
Docebo,Register for live classes in Docebo,Docebo,14,null
DocSpring,Complete PDF forms in DocSpring using Tines pages,DocSpring,23,Conor Dunne
DocuSign,Provide compliance information after signing an MNDA in Docusign eSignature,"DocuSign, Slack",14,null
Dremio,Run a SQL Query in Dremio,Dremio,7,null
Endace,Download PCAP from Endace Probe triggered by intrusion detection,"Elastic, Endace",26,Roberto Cordeiro
Entro Security,Manage Entro exposure notifications via Slack and Jira,"Entro Security, Jira Software, Slack",13,Yehonatan Tsirolnik
Expel,Expel Alert to Jira Ticket Automation,"Expel, Jira Software",23,Shasheen Bandodkar
ExtensionTotal,Analyze VSCode extensions seen by Fleet with ExtensionTotal,"ExtensionTotal, Fleet",7,null
Extrahop,"Ingest, enrich, and remediate ExtraHop alerts and block suspicious URLs with Zscaler","AbuseIPDB, Extrahop, Microsoft Teams, URLScan.io, VirusTotal, Zscaler",15,null
Facebook Messenger,Send automated responses in Messenger,"Facebook Messenger, Meta",8,Michael Tolan
FireBase,Record IoCs in Google FireBase,"FireBase, Google",13,Conor Dunne
Grafana,Ingest Tines audit logs into Grafana Loki,"Grafana, Tines",8,Aron Day
Grip Security,Trigger offboarding in Grip Security,Grip Security,8,null
HCL AppScan,Retrieve IBM HCL Appscan results and document in Tines Case Management,HCL AppScan,9,null
Hunter.io,Lookup IOCs in different tools via Slackbot,"Abuse.ch, AbuseIPDB, Anomali ThreatStream, CrowdStrike, Hunter.io, Hybrid Analysis, MetaDefender, Pulsedive, Slack, URLScan.io, VirusTotal",66,Emily Nguyen
Invary,Monitor Invary appraisals and isolate threats with Elastic Fleet,"Elastic, Invary",11,null
IRIS,"Process CrowdStrike detections, check hashes in VirusTotal, and create tickets in IRIS","CrowdStrike, IRIS, VirusTotal",16,Michael Tolan
IriusRisk,Sync IriusRisk projects with GitHub Terraform repositories,"GitHub, IriusRisk, Slack",21,Conor Dunne
Island,Manage access to web pages with Island browser,"Island, VirusTotal",21,Conor Dunne
Kolide,Handle Kolide exemption requests via Slack,"Kolide, Slack",22,Scott Bean
Lansweeper,Lookup devices in Lansweeper using a Slack command,"Lansweeper, Slack",10,Conor Dunne
LinkedIn,Fetch recent cybersecurity news and post to LinkedIn,"LinkedIn, OpenAI",6,null
Malwarebytes,Add Malwarebytes policy evidence to Drata controls,"Drata, Malwarebytes",6,null
Mattermost,Respond to Okta alerts with Mattermost & Jira,"Jira Software, Mattermost, Okta",20,null
MetaDefender,Lookup IOCs in different tools via Slackbot,"Abuse.ch, AbuseIPDB, Anomali ThreatStream, CrowdStrike, Hunter.io, Hybrid Analysis, MetaDefender, Pulsedive, Slack, URLScan.io, VirusTotal",66,Emily Nguyen
MongoDB Atlas,Record CVE findings from Wiz in MongoDB,"MongoDB Atlas, Wiz",10,null
NetBox,Search NetBox for device info using Slack,"NetBox, Slack",26,Michael Tolan
Netsuite,Create a Netsuite sales order for a won Salesforce opportunity,"Netsuite, Salesforce",16,Peter Coleman
New Relic,"Receive New Relic alerts, create Tines cases, and restart AWS instances","AWS, New Relic",12,null
Nightfall AI,Monitor Intercom for sensitive content with Nightfall and record in Tines,"Intercom, Nightfall AI, Tines",7,Conor Dunne
NPM,Get NPM package files from GitHub and check for vulnerabilities,"GitHub, NPM, Shortcut",42,Conor Dunne
NVIDIA,Create VirusTotal domain reputation summaries using NVIDIA AI,"NVIDIA, Slack, VirusTotal",18,Conor Dunne
OneLogin,Crowdsource suspicious logins and suspend accounts,"GreyNoise, Jira Software, OneLogin, PagerDuty, Slack",16,null
Opencage,Create a Panic Button for users,"Opencage, Slack",8,Francesco Pergola
OpenCTI,Enrich OpenCTI malware analysis with VirusTotal observables,"OpenCTI, VirusTotal",21,Conor Dunne
Openrouter,Compare prompts across LLMs in Openrouter using Tines Pages,Openrouter,16,Michael Tolan
PDFCo,Extract IOC's from a PDF with PDF.co and IOCParser,"IOC Parser, PDFCo",19,Michael Tolan
Pinecone,Process and search documents in Pinecone with Tines,Pinecone,31,Michael Tolan
Pushover,Monitor web services for availability via Pushover,Pushover,6,null
Quickbase,Track Intercom conversations in Quickbase,"Intercom, Quickbase",7,null
RAWG,Game Picker - a mini web app for choosing a game to play,RAWG,153,Jarrin Sacayanan
RegScale,RegScale evidence collection for external evidence managers,RegScale,11,Chris Knoblauch
Semgrep,Create issues in GitHub and Jira from findings in Semgrep,"GitHub, Jira Software, Semgrep",20,Conor Dunne
SerpApi,Track Google search trends using SerpApi and save to OneDrive,"Google, Microsoft, Microsoft OneDrive, SerpApi",10,Michael Tolan
Shortcut,Get NPM package files from GitHub and check for vulnerabilities,"GitHub, NPM, Shortcut",42,Conor Dunne
Silent Push,Monitor and analyze domain's digital footprint with Silent Push,Silent Push,10,Jonathan Peyster
Smartsheet,Record and update affected Windows CrowdStrike host status using Smartsheet,"CrowdStrike, Smartsheet",18,Taylor Rainwater
Sonatype,Search for vulnerable or malicious dependencies across services,"Artifactory, GitLab, Microsoft Azure, Orca Security, Rapid7, Sonatype",113,Emily Nguyen
Sophos,Reduce manually blocked items from Sophos Central in favor of auto-blocking,"Jira Software, Sophos",38,Nate Adams
Spur,Scan Okta logins with Spur for proxies and VPNs and raise a case in Tines,"Okta, Spur, Tines",20,Michael Tolan
SSLMate,Monitor TLS certificates for a domain with SSLMate,"Slack, SSLMate",25,Conor Dunne
